@relation ERing_channel_1

@attribute channel_1_0 numeric
@attribute channel_1_1 numeric
@attribute channel_1_2 numeric
@attribute channel_1_3 numeric
@attribute channel_1_4 numeric
@attribute channel_1_5 numeric
@attribute channel_1_6 numeric
@attribute channel_1_7 numeric
@attribute channel_1_8 numeric
@attribute channel_1_9 numeric
@attribute channel_1_10 numeric
@attribute channel_1_11 numeric
@attribute channel_1_12 numeric
@attribute channel_1_13 numeric
@attribute channel_1_14 numeric
@attribute channel_1_15 numeric
@attribute channel_1_16 numeric
@attribute channel_1_17 numeric
@attribute channel_1_18 numeric
@attribute channel_1_19 numeric
@attribute channel_1_20 numeric
@attribute channel_1_21 numeric
@attribute channel_1_22 numeric
@attribute channel_1_23 numeric
@attribute channel_1_24 numeric
@attribute channel_1_25 numeric
@attribute channel_1_26 numeric
@attribute channel_1_27 numeric
@attribute channel_1_28 numeric
@attribute channel_1_29 numeric
@attribute channel_1_30 numeric
@attribute channel_1_31 numeric
@attribute channel_1_32 numeric
@attribute channel_1_33 numeric
@attribute channel_1_34 numeric
@attribute channel_1_35 numeric
@attribute channel_1_36 numeric
@attribute channel_1_37 numeric
@attribute channel_1_38 numeric
@attribute channel_1_39 numeric
@attribute channel_1_40 numeric
@attribute channel_1_41 numeric
@attribute channel_1_42 numeric
@attribute channel_1_43 numeric
@attribute channel_1_44 numeric
@attribute channel_1_45 numeric
@attribute channel_1_46 numeric
@attribute channel_1_47 numeric
@attribute channel_1_48 numeric
@attribute channel_1_49 numeric
@attribute channel_1_50 numeric
@attribute channel_1_51 numeric
@attribute channel_1_52 numeric
@attribute channel_1_53 numeric
@attribute channel_1_54 numeric
@attribute channel_1_55 numeric
@attribute channel_1_56 numeric
@attribute channel_1_57 numeric
@attribute channel_1_58 numeric
@attribute channel_1_59 numeric
@attribute channel_1_60 numeric
@attribute channel_1_61 numeric
@attribute channel_1_62 numeric
@attribute channel_1_63 numeric
@attribute channel_1_64 numeric
@attribute target {1,2,3,4,5,6}

@data
-2.088457,-2.088457,-2.088457,-2.088457,-2.088457,-2.073899,-1.663976,-1.254053,-0.862519,-0.862519,-0.862519,-0.862519,-0.862519,-0.862519,-0.862519,-0.862519,-0.862519,-0.862519,-0.862519,-0.862519,-0.808461,-0.151171,0.506119,1.103209,1.103209,1.103209,1.103209,1.103209,1.103209,1.103209,1.103209,1.103209,1.103209,1.103209,1.103209,1.056721,0.696272,0.335822,0.025229,0.025229,0.025229,0.025229,0.025229,0.025229,0.025229,0.025229,0.025229,0.025229,0.061162,0.301462,0.541761,0.743882,0.743882,0.743882,0.743882,0.743882,0.743882,0.743882,0.743882,0.743882,0.743882,0.743882,0.705215,0.523748,0.342282,5
0.247551,0.247551,0.247551,0.790822,1.388811,1.81092,1.81092,1.81092,1.81092,1.81092,1.81092,1.81092,1.81092,1.81092,1.81092,1.070395,-0.029609,-1.064907,-1.064907,-1.064907,-1.064907,-1.064907,-1.064907,-1.064907,-1.064907,-1.064907,-1.064907,-1.017459,-0.894416,-0.771373,-0.756093,-0.756093,-0.756093,-0.756093,-0.756093,-0.756093,-0.756093,-0.756093,-0.544186,-0.021254,0.501679,0.556365,0.556365,0.556365,0.556365,0.556365,0.556365,0.556365,0.556365,0.556365,0.556365,-0.048632,-0.563085,-0.563085,-0.563085,-0.563085,-0.563085,-0.563085,-0.563085,-0.563085,-0.563085,-0.563085,-0.667406,-0.837205,-1.007005,2
-0.422334,-0.422334,-0.422334,-0.422334,-0.422334,-0.422334,-0.422334,0.021384,1.210984,1.798979,1.798979,1.798979,1.798979,1.798979,1.798979,1.798979,1.548437,1.411777,1.411777,1.411777,1.411777,1.411777,1.411777,1.411777,0.482698,-0.564987,-0.564987,-0.564987,-0.564987,-0.564987,-0.564987,-0.564987,-0.346641,-0.137028,-0.137028,-0.137028,-0.137028,-0.137028,-0.137028,-0.137028,-0.32961,-0.830551,-1.054084,-1.054084,-1.054084,-1.054084,-1.054084,-1.054084,-0.784581,-0.171183,0.046383,0.046383,0.046383,0.046383,0.046383,0.046383,0.046383,-0.600854,-1.257874,-1.257874,-1.257874,-1.257874,-1.257874,-1.257874,-1.257874,1
-0.091834,-0.091834,-0.091834,0.684385,1.555979,1.74673,1.74673,1.74673,1.74673,1.74673,1.74673,1.74673,1.74673,1.1476,-0.596894,-0.681991,-0.681991,-0.681991,-0.681991,-0.681991,-0.681991,-0.681991,-0.681991,-0.774427,-0.873248,-0.886276,-0.886276,-0.886276,-0.886276,-0.886276,-0.886276,-0.886276,-0.886276,-1.017409,-1.221857,-1.317544,-1.317544,-1.317544,-1.317544,-1.317544,-1.317544,-1.317544,-1.317544,-0.672681,0.268856,0.589115,0.589115,0.589115,0.589115,0.589115,0.589115,0.589115,0.589115,0.599677,0.610438,0.611814,0.611814,0.611814,0.611814,0.611814,0.611814,0.611814,0.611814,0.343721,-0.273421,1
0.451298,0.625244,0.79919,0.935684,0.935684,0.935684,0.935684,0.935684,0.935684,0.935684,0.935684,0.935684,0.935684,0.9335,0.921417,0.909335,0.906679,0.906679,0.906679,0.906679,0.906679,0.906679,0.906679,0.906679,0.906679,0.906679,0.906679,0.844302,0.739185,0.654334,0.654334,0.654334,0.654334,0.654334,0.654334,0.654334,0.654334,0.525928,-0.208686,-0.943299,-1.10918,-1.10918,-1.10918,-1.10918,-1.10918,-1.10918,-1.10918,-1.10918,-1.10918,-1.20685,-1.265808,-1.265808,-1.265808,-1.265808,-1.265808,-1.265808,-1.265808,-1.265808,-1.265808,-1.26512,-1.263911,-1.262907,-1.262907,-1.262907,-1.262907,6
1.106763,1.106763,1.141996,1.202396,1.225046,1.225046,1.225046,1.225046,1.225046,1.225046,1.225046,1.225046,0.54847,-0.189612,-0.312626,-0.312626,-0.312626,-0.312626,-0.312626,-0.312626,-0.312626,-0.617794,-0.966558,-1.039217,-1.039217,-1.039217,-1.039217,-1.039217,-1.039217,-1.039217,-1.083827,-1.351483,-1.596835,-1.596835,-1.596835,-1.596835,-1.596835,-1.596835,-1.596835,-1.509643,-0.812115,-0.143651,-0.143651,-0.143651,-0.143651,-0.143651,-0.143651,-0.143651,-0.143651,-0.143651,0.264255,0.840121,1.056071,1.056071,1.056071,1.056071,1.056071,1.056071,1.056071,1.056071,0.918187,0.780304,0.768814,0.768814,0.768814,2
-3.114369,-3.114369,-3.114369,-2.003165,-0.852239,0.23074,0.23074,0.23074,0.23074,0.23074,0.23074,0.23074,0.23074,0.23074,0.23074,0.23074,0.107275,-0.185688,-0.478651,-0.620742,-0.620742,-0.620742,-0.620742,-0.620742,-0.620742,-0.620742,-0.620742,-0.620742,-0.620742,-0.620742,-0.620742,-0.034617,0.62455,1.283717,1.295092,1.295092,1.295092,1.295092,1.295092,1.295092,1.295092,1.295092,1.295092,1.295092,1.295092,1.041061,0.190945,-0.286232,-0.286232,-0.286232,-0.286232,-0.286232,-0.286232,-0.286232,-0.286232,-0.286232,-0.286232,-0.286232,-0.045251,0.279101,0.603453,0.656481,0.656481,0.656481,0.656481,5
-0.638204,0.502786,1.643776,1.913276,1.913276,1.913276,1.913276,1.913276,1.913276,1.913276,1.690474,0.934954,0.223782,0.223782,0.223782,0.223782,0.223782,0.223782,0.223782,0.223782,0.223782,-0.450183,-1.221122,-1.50019,-1.50019,-1.50019,-1.50019,-1.50019,-1.50019,-1.50019,-1.50019,-1.115691,-0.175145,0.603056,0.603056,0.603056,0.603056,0.603056,0.603056,0.603056,0.603056,0.603056,0.511729,0.110841,-0.290048,-0.293409,-0.293409,-0.293409,-0.293409,-0.293409,-0.293409,-0.293409,-0.372152,-0.510921,-0.603725,-0.603725,-0.603725,-0.603725,-0.603725,-0.603725,-0.603725,-0.603725,-0.627154,-0.856796,-1.086437,1
-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-1.008038,-0.810898,-0.562502,-0.314106,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.166908,-0.262797,-0.397641,-0.532484,-0.623522,-0.623522,-0.623522,-0.623522,-0.623522,-0.623522,-0.623522,-0.623522,-0.623522,-0.623522,-0.623522,-0.567286,0.114029,0.795344,1.476659,1.683577,1.683577,1.683577,1.683577,1.683577,1.683577,1.683577,1.683577,1.683577,1.683577,1.683577,1.683577,1.638107,1.444552,1.250996,5
1.005997,1.050744,1.095491,1.13051,1.13051,1.13051,1.13051,1.13051,1.13051,1.13051,1.13051,1.13051,1.13051,1.130387,1.126658,1.122929,1.120134,1.120134,1.120134,1.120134,1.120134,1.120134,1.120134,1.120134,1.120134,1.120134,1.120134,1.043505,0.404931,-0.233643,-0.656768,-0.656768,-0.656768,-0.656768,-0.656768,-0.656768,-0.656768,-0.656768,-0.656768,-0.661956,-0.781281,-0.900606,-0.988802,-0.988802,-0.988802,-0.988802,-0.988802,-0.988802,-0.988802,-0.988802,-0.988802,-0.988802,-0.98973,-1.001848,-1.013967,-1.022524,-1.022524,-1.022524,-1.022524,-1.022524,-1.022524,-1.022524,-1.022524,-1.022524,-1.022524,6
1.338447,1.338447,1.338447,1.305762,1.22529,1.144819,1.111567,1.111567,1.111567,1.111567,1.111567,1.111567,1.111567,1.111567,1.111567,1.111567,0.893495,0.079312,-0.734871,-1.183927,-1.183927,-1.183927,-1.183927,-1.183927,-1.183927,-1.183927,-1.183927,-1.183927,-1.183927,-1.18573,-1.199652,-1.210619,-1.210619,-1.210619,-1.210619,-1.210619,-1.210619,-1.210619,-1.210619,-1.210619,-1.210619,-1.210619,-0.370387,0.570109,0.804611,0.804611,0.804611,0.804611,0.804611,0.804611,0.804611,0.804611,0.804611,0.804611,0.599268,0.286849,-0.02557,-0.076218,-0.076218,-0.076218,-0.076218,-0.076218,-0.076218,-0.076218,-0.076218,2
1.311817,1.311817,1.311817,1.311817,1.311817,1.266243,1.21358,1.160918,1.108255,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,1.098616,0.786162,0.375996,-0.034169,-0.444334,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.66791,-0.765035,-0.905431,-1.045828,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,-1.079084,6
0.729718,0.729718,0.729718,0.834801,0.98743,1.075171,1.075171,1.075171,1.075171,1.075171,1.075171,1.075171,1.075171,1.075171,0.961819,0.76096,0.591537,0.591537,0.591537,0.591537,0.591537,0.591537,0.591537,0.591537,0.591537,0.623027,0.714605,0.798809,0.798809,0.798809,0.798809,0.798809,0.798809,0.798809,0.798809,0.798809,0.798809,0.591861,-0.087234,-0.76633,-0.836334,-0.836334,-0.836334,-0.836334,-0.836334,-0.836334,-0.836334,-0.836334,-1.065254,-1.333066,-1.481179,-1.481179,-1.481179,-1.481179,-1.481179,-1.481179,-1.481179,-1.481179,-1.481179,-1.481179,-1.356356,-1.20332,-1.112696,-1.112696,-1.112696,1
-1.290442,-1.290442,-1.290442,-1.290442,-1.290442,-1.290442,-0.959047,-0.393221,0.018773,0.018773,0.018773,0.018773,0.018773,0.018773,0.018773,0.018773,0.018773,-0.45348,-0.878975,-0.878975,-0.878975,-0.878975,-0.878975,-0.878975,-0.878975,-0.878975,-0.878975,-0.037444,1.067815,1.627237,1.627237,1.627237,1.627237,1.627237,1.627237,1.627237,1.627237,1.627237,1.559164,1.273873,0.988582,0.953927,0.953927,0.953927,0.953927,0.953927,0.953927,0.953927,0.953927,0.668927,-0.026231,-0.654538,-0.654538,-0.654538,-0.654538,-0.654538,-0.654538,-0.654538,-0.654538,-0.730653,-0.848534,-0.916381,-0.916381,-0.916381,-0.916381,5
-2.596536,-0.655265,-0.160431,-0.160431,-0.160431,-0.160431,-0.160431,-0.160431,-0.160431,0.133404,0.743177,0.929405,0.929405,0.929405,0.929405,0.929405,0.929405,0.929405,1.208756,1.523446,1.527747,1.527747,1.527747,1.527747,1.527747,1.527747,1.527747,1.253792,0.5345,0.160109,0.160109,0.160109,0.160109,0.160109,0.160109,0.160109,0.10161,-0.010779,-0.053585,-0.053585,-0.053585,-0.053585,-0.053585,-0.053585,-0.053585,-0.056144,-0.24346,-0.288647,-0.288647,-0.288647,-0.288647,-0.288647,-0.288647,-0.288647,-0.398913,-1.118205,-1.656285,-1.656285,-1.656285,-1.656285,-1.656285,-1.656285,-1.656285,-1.757589,-1.869979,1
-0.370817,-0.370817,-0.370817,-0.370817,0.341379,1.065172,1.788966,1.81216,1.81216,1.81216,1.81216,1.81216,1.81216,1.81216,1.81216,1.81216,1.81216,1.121111,0.397318,-0.326475,-0.370817,-0.370817,-0.370817,-0.370817,-0.370817,-0.370817,-0.370817,-0.370817,-0.370817,-0.370817,-0.370817,-0.632519,-0.944152,-1.255785,-1.31071,-1.31071,-1.31071,-1.31071,-1.31071,-1.31071,-1.31071,-1.31071,-1.31071,-1.31071,-0.887,-0.364261,0.158479,0.265885,0.265885,0.265885,0.265885,0.265885,0.265885,0.265885,0.265885,0.265885,0.265885,0.265885,0.001023,-0.379761,-0.492094,-0.492094,-0.492094,-0.492094,-0.492094,2
-2.309119,-2.309119,-2.309119,-2.309119,-2.309119,-2.309119,-2.231888,-1.322521,-0.413154,0.016922,0.016922,0.016922,0.016922,0.016922,0.016922,0.016922,0.016922,0.016922,-0.041881,-0.272672,-0.503463,-0.598009,-0.598009,-0.598009,-0.598009,-0.598009,-0.598009,-0.598009,-0.598009,-0.598009,-0.598009,-0.598009,-0.039824,0.595005,1.05963,1.05963,1.05963,1.05963,1.05963,1.05963,1.05963,1.05963,1.05963,1.007812,0.86733,0.726849,0.685324,0.685324,0.685324,0.685324,0.685324,0.685324,0.685324,0.685324,0.685324,0.685324,0.65665,0.626547,0.605116,0.605116,0.605116,0.605116,0.605116,0.605116,0.605116,5
1.106013,1.106013,1.106013,1.106013,1.106013,1.106013,1.106013,1.106013,1.106013,1.106013,1.106013,1.106013,1.106013,1.106097,1.116,1.12558,1.12558,1.12558,1.12558,1.12558,1.12558,1.12558,1.12558,1.12558,1.12558,1.12558,1.12558,1.089778,0.482275,-0.125228,-0.729321,-0.729321,-0.729321,-0.729321,-0.729321,-0.729321,-0.729321,-0.729321,-0.729321,-0.729321,-0.730064,-0.829418,-0.928771,-1.026731,-1.026731,-1.026731,-1.026731,-1.026731,-1.026731,-1.026731,-1.026731,-1.026731,-1.026731,-1.026731,-1.024987,-0.994919,-0.964852,-0.936725,-0.936725,-0.936725,-0.936725,-0.936725,-0.936725,-0.936725,-0.936725,6
-1.33146,-1.33146,-1.33146,-1.33146,-1.33146,-1.33146,-1.306268,-1.186609,-1.06695,-1.016567,-1.016567,-1.016567,-1.016567,-1.016567,-1.016567,-1.016567,-1.016567,-1.016567,-0.494652,0.125121,0.614416,0.614416,0.614416,0.614416,0.614416,0.614416,0.614416,0.614416,0.614416,0.614416,0.71938,0.918812,1.118244,1.139237,1.139237,1.139237,1.139237,1.139237,1.139237,1.139237,1.139237,1.139237,1.139237,1.092892,0.967096,0.8413,0.808196,0.808196,0.808196,0.808196,0.808196,0.808196,0.808196,0.808196,0.808196,0.487411,-0.528407,-1.169976,-1.169976,-1.169976,-1.169976,-1.169976,-1.169976,-1.169976,-1.169976,4
-0.403801,-0.739446,-0.884288,-0.884288,-0.884288,-0.884288,-0.884288,-0.884288,-0.898027,-0.919879,-0.919879,-0.919879,-0.919879,-0.919879,-0.919879,-0.919879,-0.94684,-0.973267,-0.973267,-0.973267,-0.973267,-0.973267,-0.973267,-0.531831,0.915668,1.553737,1.553737,1.553737,1.553737,1.553737,1.553737,1.553737,1.676083,1.767286,1.767286,1.767286,1.767286,1.767286,1.767286,1.728047,0.586357,-0.225843,-0.225843,-0.225843,-0.225843,-0.225843,-0.225843,-0.225843,-0.067283,0.094481,0.094481,0.094481,0.094481,0.094481,0.094481,-0.069313,-0.377247,-0.421597,-0.421597,-0.421597,-0.421597,-0.421597,-0.421597,-0.535629,-0.688534,3
