@relation ERing_channel_2

@attribute channel_2_0 numeric
@attribute channel_2_1 numeric
@attribute channel_2_2 numeric
@attribute channel_2_3 numeric
@attribute channel_2_4 numeric
@attribute channel_2_5 numeric
@attribute channel_2_6 numeric
@attribute channel_2_7 numeric
@attribute channel_2_8 numeric
@attribute channel_2_9 numeric
@attribute channel_2_10 numeric
@attribute channel_2_11 numeric
@attribute channel_2_12 numeric
@attribute channel_2_13 numeric
@attribute channel_2_14 numeric
@attribute channel_2_15 numeric
@attribute channel_2_16 numeric
@attribute channel_2_17 numeric
@attribute channel_2_18 numeric
@attribute channel_2_19 numeric
@attribute channel_2_20 numeric
@attribute channel_2_21 numeric
@attribute channel_2_22 numeric
@attribute channel_2_23 numeric
@attribute channel_2_24 numeric
@attribute channel_2_25 numeric
@attribute channel_2_26 numeric
@attribute channel_2_27 numeric
@attribute channel_2_28 numeric
@attribute channel_2_29 numeric
@attribute channel_2_30 numeric
@attribute channel_2_31 numeric
@attribute channel_2_32 numeric
@attribute channel_2_33 numeric
@attribute channel_2_34 numeric
@attribute channel_2_35 numeric
@attribute channel_2_36 numeric
@attribute channel_2_37 numeric
@attribute channel_2_38 numeric
@attribute channel_2_39 numeric
@attribute channel_2_40 numeric
@attribute channel_2_41 numeric
@attribute channel_2_42 numeric
@attribute channel_2_43 numeric
@attribute channel_2_44 numeric
@attribute channel_2_45 numeric
@attribute channel_2_46 numeric
@attribute channel_2_47 numeric
@attribute channel_2_48 numeric
@attribute channel_2_49 numeric
@attribute channel_2_50 numeric
@attribute channel_2_51 numeric
@attribute channel_2_52 numeric
@attribute channel_2_53 numeric
@attribute channel_2_54 numeric
@attribute channel_2_55 numeric
@attribute channel_2_56 numeric
@attribute channel_2_57 numeric
@attribute channel_2_58 numeric
@attribute channel_2_59 numeric
@attribute channel_2_60 numeric
@attribute channel_2_61 numeric
@attribute channel_2_62 numeric
@attribute channel_2_63 numeric
@attribute channel_2_64 numeric
@attribute target {1,2,3,4,5,6}

@data
-0.876455,-0.876455,-0.876455,-0.876455,-0.876455,-0.876455,-0.876455,-0.876455,-0.873806,-0.814749,-0.755691,-0.696634,-0.637577,-0.615058,-0.615058,-0.615058,-0.615058,-0.615058,-0.615058,-0.615058,-0.615058,-0.615058,-0.615058,-0.541485,0.261807,1.0651,1.787312,1.787312,1.787312,1.787312,1.787312,1.787312,1.787312,1.787312,1.787312,1.787312,1.787312,1.787312,1.723083,1.258725,0.794368,0.33001,-0.073591,-0.073591,-0.073591,-0.073591,-0.073591,-0.073591,-0.073591,-0.073591,-0.073591,-0.100142,-0.267258,-0.434374,-0.60149,-0.733309,-0.733309,-0.733309,-0.733309,-0.733309,-0.733309,-0.733309,-0.733309,-0.733309,-0.733309,5
0.726188,0.726188,0.726188,0.726188,0.726188,0.799428,1.048445,1.297463,1.54648,1.795498,1.819911,1.819911,1.819911,1.819911,1.819911,1.819911,1.819911,1.773107,0.97743,0.181753,-0.613924,-0.967559,-0.967559,-0.967559,-0.967559,-0.967559,-0.967559,-0.967559,-0.967559,-0.967559,-1.013508,-1.065973,-1.118438,-1.151357,-1.151357,-1.151357,-1.151357,-1.151357,-1.151357,-1.151357,-1.151357,-0.856885,-0.528022,-0.199159,0.103911,0.103911,0.103911,0.103911,0.103911,0.103911,0.103911,0.103911,0.081358,-0.04188,-0.165118,-0.288355,-0.32138,-0.32138,-0.32138,-0.32138,-0.32138,-0.32138,-0.32138,-0.32138,-0.32138,2
-0.475292,-0.492228,-0.509165,-0.515598,-0.515598,-0.515598,-0.515598,-0.515598,-0.515598,-0.528524,-0.554083,-0.578296,-0.578296,-0.578296,-0.578296,-0.578296,-0.578296,-0.555438,-0.514665,-0.479771,-0.479771,-0.479771,-0.479771,-0.479771,-0.479771,-0.463967,0.067292,0.598552,0.823455,0.823455,0.823455,0.823455,0.823455,0.899179,1.523546,2.147912,2.355082,2.355082,2.355082,2.355082,2.355082,2.355082,1.761875,0.690671,-0.233456,-0.233456,-0.233456,-0.233456,-0.233456,-0.233456,-0.378362,-0.602915,-0.784305,-0.784305,-0.784305,-0.784305,-0.784305,-0.784305,-0.782972,-0.765848,-0.752955,-0.752955,-0.752955,-0.752955,-0.752955,1
-0.817236,-0.817236,-0.817236,-0.817236,-0.817236,-0.818648,-0.820456,-0.822263,-0.822346,-0.822346,-0.822346,-0.822346,-0.822346,-0.822346,-0.822346,-0.574753,-0.314463,-0.086602,-0.086602,-0.086602,-0.086602,-0.086602,-0.086602,-0.086602,-0.086602,0.533457,1.247678,1.9619,2.26369,2.26369,2.26369,2.26369,2.26369,2.26369,2.26369,1.876161,1.147683,0.419206,0.235286,0.235286,0.235286,0.235286,0.235286,0.235286,0.235286,0.011287,-0.32818,-0.667647,-0.70994,-0.70994,-0.70994,-0.70994,-0.70994,-0.70994,-0.70994,-0.636594,-0.552491,-0.468389,-0.454474,-0.454474,-0.454474,-0.454474,-0.454474,-0.454474,-0.454474,1
0.655409,0.655409,0.655409,0.671592,0.746757,0.821923,0.897088,0.926072,0.926072,0.926072,0.926072,0.926072,0.926072,0.926072,0.926072,0.926072,0.927185,0.928612,0.930039,0.931465,0.931758,0.931758,0.931758,0.931758,0.931758,0.931758,0.931758,0.931758,0.931758,0.885542,0.645834,0.406126,0.356315,0.356315,0.356315,0.356315,0.356315,0.356315,0.356315,0.356315,-0.037952,-0.547213,-1.056474,-1.257428,-1.257428,-1.257428,-1.257428,-1.257428,-1.257428,-1.257428,-1.267559,-1.292659,-1.31776,-1.338172,-1.338172,-1.338172,-1.338172,-1.338172,-1.338172,-1.338172,-1.338172,-1.3369,-1.329363,-1.321827,-1.31429,6
1.293538,1.293538,1.293538,1.293538,1.303177,1.318598,1.33402,1.337876,1.337876,1.337876,1.337876,1.337876,1.337876,1.337876,0.845378,0.25438,-0.336618,-0.361243,-0.361243,-0.361243,-0.361243,-0.361243,-0.361243,-0.597946,-0.896941,-1.195935,-1.308058,-1.308058,-1.308058,-1.308058,-1.308058,-1.308058,-1.311473,-1.352459,-1.393445,-1.422476,-1.422476,-1.422476,-1.422476,-1.422476,-1.422476,-1.399144,-0.839176,-0.279207,0.14077,0.14077,0.14077,0.14077,0.14077,0.14077,0.14077,0.14077,0.298238,0.550188,0.665666,0.665666,0.665666,0.665666,0.665666,0.665666,0.665666,0.665666,0.547896,0.41942,0.290944,2
-0.983111,-0.983111,-0.983111,-0.983111,-0.983111,-0.98086,-0.942735,-0.90461,-0.866486,-0.828361,-0.79917,-0.79917,-0.79917,-0.79917,-0.79917,-0.79917,-0.79917,-0.79917,-0.79917,-0.523391,0.012116,0.547623,1.08313,1.224181,1.224181,1.224181,1.224181,1.224181,1.224181,1.224181,1.224181,1.224181,1.224181,1.224181,1.201902,1.179232,1.156562,1.13589,1.13589,1.13589,1.13589,1.13589,1.13589,1.13589,1.13589,1.13589,1.13589,0.901349,0.366714,-0.167921,-0.702556,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,-0.946323,5
-1.106215,-1.106215,-1.106215,-1.079375,-1.044235,-1.009095,-1.000917,-1.000917,-1.000917,-1.000917,-1.000917,-1.000917,-0.994604,-0.887054,-0.779504,-0.678643,-0.678643,-0.678643,-0.678643,-0.678643,-0.678643,-0.678643,-0.678643,-0.248738,0.425077,1.098892,1.491127,1.491127,1.491127,1.491127,1.491127,1.491127,1.491127,1.486231,1.457864,1.429498,1.401132,1.385829,1.385829,1.385829,1.385829,1.385829,1.385829,1.385829,1.385829,0.56941,-0.253912,-0.455284,-0.455284,-0.455284,-0.455284,-0.455284,-0.455284,-0.455284,-0.456948,-0.461973,-0.466997,-0.471238,-0.471238,-0.471238,-0.471238,-0.471238,-0.471238,-0.471238,-0.471238,1
-0.790389,-0.579357,-0.368326,-0.157294,0.053737,0.264769,0.324394,0.324394,0.324394,0.324394,0.324394,0.324394,0.324394,0.324394,0.324394,0.324394,0.324394,0.426448,0.676943,0.927439,1.177935,1.428431,1.461035,1.461035,1.461035,1.461035,1.461035,1.461035,1.461035,1.461035,1.461035,1.461035,1.461035,1.461035,1.461035,1.221971,0.486092,-0.249788,-0.985667,-1.030832,-1.030832,-1.030832,-1.030832,-1.030832,-1.030832,-1.030832,-1.030832,-1.030832,-1.030832,-1.030832,-1.022447,-1.010404,-0.998361,-0.986318,-0.976186,-0.976186,-0.976186,-0.976186,-0.976186,-0.976186,-0.976186,-0.976186,-0.976186,-0.976186,-0.976186,5
0.988866,0.988866,0.988866,0.992437,1.008862,1.025287,1.041711,1.058136,1.064735,1.064735,1.064735,1.064735,1.064735,1.064735,1.064735,1.064735,1.061546,1.048814,1.036081,1.023349,1.010617,1.005922,1.005922,1.005922,1.005922,1.005922,1.005922,1.005922,1.005922,1.005922,0.823039,0.280987,-0.261065,-0.803116,-0.954891,-0.954891,-0.954891,-0.954891,-0.954891,-0.954891,-0.954891,-0.954891,-0.959005,-0.974778,-0.990551,-1.006324,-1.013703,-1.013703,-1.013703,-1.013703,-1.013703,-1.013703,-1.013703,-1.013703,-1.013703,-1.014387,-1.016712,-1.019037,-1.020173,-1.020173,-1.020173,-1.020173,-1.020173,-1.020173,-1.020173,6
1.099988,1.099988,1.099988,1.099988,1.099988,1.099988,1.098791,1.096751,1.094712,1.092673,1.092398,1.092398,1.092398,1.092398,1.092398,1.092398,1.092398,1.092398,1.092398,0.818284,0.207049,-0.404185,-1.01542,-1.216832,-1.216832,-1.216832,-1.216832,-1.216832,-1.216832,-1.216832,-1.216832,-1.214937,-1.206015,-1.197092,-1.18817,-1.183626,-1.183626,-1.183626,-1.183626,-1.183626,-1.183626,-1.183626,-1.183626,-1.183626,-0.845012,-0.393924,0.057164,0.508252,0.825802,0.825802,0.825802,0.825802,0.825802,0.825802,0.825802,0.825802,0.825802,0.551744,0.22466,-0.102423,-0.429507,-0.557458,-0.557458,-0.557458,-0.557458,2
1.234957,1.234957,1.234957,1.234957,1.234957,1.234957,1.234957,1.234957,1.234957,1.181,1.114954,1.048908,0.982862,0.916816,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.865171,0.723408,0.411781,0.100154,-0.211473,-0.523101,-0.834728,-0.933291,-0.933291,-0.933291,-0.933291,-0.933291,-0.933291,-0.933291,-0.933291,-0.933291,-0.933291,-0.933291,-0.933291,-0.933291,-0.961301,-0.998007,-1.034712,-1.071417,-1.108123,-1.141963,-1.141963,-1.141963,-1.141963,-1.141963,-1.141963,-1.141963,-1.141963,-1.141963,-1.141963,-1.141963,6
-0.702388,-0.702388,-0.702388,-0.702388,-0.702388,-0.705149,-0.711643,-0.718137,-0.723342,-0.723342,-0.723342,-0.723342,-0.723342,-0.723342,-0.723342,-0.723342,-0.710341,-0.627273,-0.544205,-0.461137,-0.459325,-0.459325,-0.459325,-0.459325,-0.459325,-0.459325,-0.459325,-0.39917,0.347989,1.095148,1.842306,2.059314,2.059314,2.059314,2.059314,2.059314,2.059314,2.059314,2.059314,2.059314,1.546729,0.975232,0.403735,0.215386,0.215386,0.215386,0.215386,0.215386,0.215386,0.215386,0.098437,-0.163222,-0.42488,-0.686538,-0.717055,-0.717055,-0.717055,-0.717055,-0.717055,-0.717055,-0.717055,-0.717055,-0.697536,-0.649673,-0.60181,1
-0.57518,-0.57518,-0.57518,-0.57518,-0.57518,-0.57518,-0.57518,-0.57518,-0.590045,-0.644721,-0.699397,-0.742173,-0.742173,-0.742173,-0.742173,-0.742173,-0.742173,-0.742173,-0.718796,-0.634159,-0.549522,-0.479756,-0.479756,-0.479756,-0.479756,-0.479756,-0.479756,-0.479756,-0.479756,-0.070594,0.757915,1.586423,2.20406,2.20406,2.20406,2.20406,2.20406,2.20406,2.20406,2.20406,2.20406,1.545305,0.795463,0.045621,-0.08613,-0.08613,-0.08613,-0.08613,-0.08613,-0.08613,-0.08613,-0.106456,-0.317817,-0.529179,-0.57518,-0.57518,-0.57518,-0.57518,-0.57518,-0.57518,-0.57518,-0.527871,-0.416408,-0.304945,-0.193482,5
-1.030043,-1.030043,-1.004951,-0.971276,-0.944243,-0.944243,-0.944243,-0.944243,-0.944243,-0.944243,-0.944243,-0.894903,-0.823868,-0.752833,-0.730843,-0.730843,-0.730843,-0.730843,-0.730843,-0.730843,-0.410242,-0.085199,0.208557,0.208557,0.208557,0.208557,0.208557,0.208557,0.208557,0.726751,1.807447,2.263356,2.263356,2.263356,2.263356,2.263356,2.263356,2.263356,1.85813,1.203623,0.549116,0.197557,0.197557,0.197557,0.197557,0.197557,0.197557,0.064755,-0.110269,-0.285293,-0.328243,-0.328243,-0.328243,-0.328243,-0.328243,-0.328243,-0.346516,-0.419049,-0.491581,-0.513043,-0.513043,-0.513043,-0.513043,-0.513043,-0.513043,1
0.500244,0.500244,0.500244,0.500244,0.500244,0.500244,0.500244,0.805755,1.121381,1.437007,1.737759,1.737759,1.737759,1.737759,1.737759,1.737759,1.737759,1.737759,1.737759,1.737759,1.175427,0.576397,-0.022634,-0.621664,-0.936141,-0.936141,-0.936141,-0.936141,-0.936141,-0.936141,-0.936141,-0.936141,-0.936141,-0.936141,-0.97913,-1.031318,-1.083506,-1.09354,-1.09354,-1.09354,-1.09354,-1.09354,-1.09354,-1.09354,-1.09354,-1.09354,-1.09354,-0.864481,-0.576188,-0.287895,0.000398,0.141148,0.141148,0.141148,0.141148,0.141148,0.141148,0.141148,0.141148,0.141148,0.026049,-0.137213,-0.300474,-0.463736,-0.626998,2
-0.637278,-0.637278,-0.637278,-0.637278,-0.637278,-0.637278,-0.637278,-0.637278,-0.637278,-0.638406,-0.640545,-0.642684,-0.644824,-0.645714,-0.645714,-0.645714,-0.645714,-0.645714,-0.645714,-0.645714,-0.645714,-0.449039,-0.115883,0.217272,0.543771,0.543771,0.543771,0.543771,0.543771,0.543771,0.543771,0.543771,0.543771,0.543771,0.649564,1.044152,1.438741,1.833329,1.952593,1.952593,1.952593,1.952593,1.952593,1.952593,1.952593,1.952593,1.398351,0.611536,-0.175278,-0.856616,-0.856616,-0.856616,-0.856616,-0.856616,-0.856616,-0.856616,-0.856616,-0.856616,-0.862062,-0.880964,-0.899867,-0.918769,-0.924104,-0.924104,-0.924104,5
0.892441,0.927234,0.962028,0.996821,1.031615,1.066408,1.067417,1.067417,1.067417,1.067417,1.067417,1.067417,1.067417,1.067417,1.067417,1.066634,1.042702,1.018769,0.994837,0.970905,0.969987,0.969987,0.969987,0.969987,0.969987,0.969987,0.969987,0.969987,0.969987,0.969987,0.96738,0.502909,0.038437,-0.426035,-0.890506,-0.893113,-0.893113,-0.893113,-0.893113,-0.893113,-0.893113,-0.893113,-0.893113,-0.893885,-0.948908,-1.003931,-1.058954,-1.113822,-1.113822,-1.113822,-1.113822,-1.113822,-1.113822,-1.113822,-1.113822,-1.113822,-1.113822,-1.111998,-1.083743,-1.055488,-1.027233,-1.000485,-1.000485,-1.000485,-1.000485,6
-1.142577,-1.142577,-1.142577,-1.142577,-1.142577,-1.142577,-1.142577,-1.142577,-1.142577,-1.115934,-1.069913,-1.023892,-0.98756,-0.98756,-0.98756,-0.98756,-0.98756,-0.98756,-0.98756,-0.98756,-0.900642,-0.487779,-0.074917,0.337945,0.750808,0.837726,0.837726,0.837726,0.837726,0.837726,0.837726,0.837726,0.837726,0.959844,1.096328,1.232812,1.369296,1.433947,1.433947,1.433947,1.433947,1.433947,1.433947,1.433947,1.433947,1.433947,1.213273,0.913788,0.614303,0.314817,0.125669,0.125669,0.125669,0.125669,0.125669,0.125669,0.125669,0.016504,-0.279802,-0.576107,-0.872412,-1.168718,-1.184313,-1.184313,-1.184313,4
-0.850579,-0.850579,-0.856027,-0.86561,-0.875194,-0.875675,-0.875675,-0.875675,-0.875675,-0.833998,-0.680288,-0.526578,-0.430227,-0.430227,-0.430227,-0.430227,-0.430227,-0.433237,-0.455399,-0.477561,-0.48826,-0.48826,-0.48826,-0.48826,-0.48826,0.032302,0.96322,1.894138,2.209523,2.209523,2.209523,2.209523,2.209523,2.103659,1.731202,1.358746,1.18217,1.18217,1.18217,1.18217,1.18217,0.997571,0.357932,-0.281706,-0.314159,-0.314159,-0.314159,-0.314159,-0.314159,-0.310543,-0.279996,-0.260831,-0.260831,-0.260831,-0.260831,-0.260831,-0.260831,-0.470011,-0.714388,-0.90077,-0.90077,-0.90077,-0.90077,-0.90077,-0.90077,3
