@relation ERing_channel_0

@attribute channel_0_0 numeric
@attribute channel_0_1 numeric
@attribute channel_0_2 numeric
@attribute channel_0_3 numeric
@attribute channel_0_4 numeric
@attribute channel_0_5 numeric
@attribute channel_0_6 numeric
@attribute channel_0_7 numeric
@attribute channel_0_8 numeric
@attribute channel_0_9 numeric
@attribute channel_0_10 numeric
@attribute channel_0_11 numeric
@attribute channel_0_12 numeric
@attribute channel_0_13 numeric
@attribute channel_0_14 numeric
@attribute channel_0_15 numeric
@attribute channel_0_16 numeric
@attribute channel_0_17 numeric
@attribute channel_0_18 numeric
@attribute channel_0_19 numeric
@attribute channel_0_20 numeric
@attribute channel_0_21 numeric
@attribute channel_0_22 numeric
@attribute channel_0_23 numeric
@attribute channel_0_24 numeric
@attribute channel_0_25 numeric
@attribute channel_0_26 numeric
@attribute channel_0_27 numeric
@attribute channel_0_28 numeric
@attribute channel_0_29 numeric
@attribute channel_0_30 numeric
@attribute channel_0_31 numeric
@attribute channel_0_32 numeric
@attribute channel_0_33 numeric
@attribute channel_0_34 numeric
@attribute channel_0_35 numeric
@attribute channel_0_36 numeric
@attribute channel_0_37 numeric
@attribute channel_0_38 numeric
@attribute channel_0_39 numeric
@attribute channel_0_40 numeric
@attribute channel_0_41 numeric
@attribute channel_0_42 numeric
@attribute channel_0_43 numeric
@attribute channel_0_44 numeric
@attribute channel_0_45 numeric
@attribute channel_0_46 numeric
@attribute channel_0_47 numeric
@attribute channel_0_48 numeric
@attribute channel_0_49 numeric
@attribute channel_0_50 numeric
@attribute channel_0_51 numeric
@attribute channel_0_52 numeric
@attribute channel_0_53 numeric
@attribute channel_0_54 numeric
@attribute channel_0_55 numeric
@attribute channel_0_56 numeric
@attribute channel_0_57 numeric
@attribute channel_0_58 numeric
@attribute channel_0_59 numeric
@attribute channel_0_60 numeric
@attribute channel_0_61 numeric
@attribute channel_0_62 numeric
@attribute channel_0_63 numeric
@attribute channel_0_64 numeric
@attribute target {1,2,3,4,5,6}

@data
0.821599,0.821599,0.821599,0.821599,0.821599,0.92025,1.676571,2.150786,2.150786,2.150786,2.150786,2.150786,2.150786,2.150786,1.188725,-0.415934,-0.728053,-0.728053,-0.728053,-0.728053,-0.728053,-0.728053,-0.722226,-0.713321,-0.712078,-0.712078,-0.712078,-0.712078,-0.712078,-0.712078,-0.713058,-0.720991,-0.721663,-0.721663,-0.721663,-0.721663,-0.721663,-0.721663,-0.721663,-0.727501,-0.731249,-0.731249,-0.731249,-0.731249,-0.731249,-0.731249,-0.721272,-0.678529,-0.654565,-0.654565,-0.654565,-0.654565,-0.654565,-0.654565,-0.654565,-0.190382,0.47036,0.53084,0.53084,0.53084,0.53084,0.53084,0.53084,0.711237,0.949406,1
-0.134175,-0.215076,-0.299541,-0.308784,-0.308784,-0.308784,-0.308784,-0.308784,-0.308784,-0.308784,-0.308784,-0.351153,-0.45432,-0.522056,-0.522056,-0.522056,-0.522056,-0.522056,-0.522056,-0.522056,-0.522056,-0.524697,-0.529245,-0.529539,-0.529539,-0.529539,-0.529539,-0.529539,-0.529539,-0.529539,-0.529539,-0.530197,-0.534303,-0.535775,-0.535775,-0.535775,-0.535775,-0.535775,-0.535775,-0.535775,-0.535775,-0.535093,-0.53087,-0.529539,-0.529539,-0.529539,-0.529539,-0.529539,-0.529539,-0.529539,-0.462526,0.911233,2.284992,2.310348,2.310348,2.310348,2.310348,2.310348,2.310348,2.310348,2.310348,1.742871,0.611647,-0.028162,-0.028162,1
1.124974,1.124974,1.124974,1.124974,1.124974,1.124974,1.124974,1.124974,1.124974,1.124974,1.124974,1.124974,1.019962,0.907538,0.907538,0.907538,0.907538,0.907538,0.907538,0.907538,0.907538,0.907538,0.907538,0.907538,0.907538,0.732673,0.547824,0.472664,0.472664,0.472664,0.472664,0.472664,0.472664,0.472664,0.472664,0.430588,-0.459688,-1.19435,-1.19435,-1.19435,-1.19435,-1.19435,-1.19435,-1.19435,-1.19435,-1.19435,-1.131393,-0.946544,-0.761695,-0.759477,-0.759477,-0.759477,-0.759477,-0.759477,-0.759477,-0.759477,-0.759477,-1.015117,-1.29239,-1.411786,-1.411786,-1.411786,-1.411786,-1.411786,-1.411786,6
-1.924018,-1.553813,-1.392854,-1.392854,-1.392854,-1.392854,-1.392854,-1.392854,-1.392854,-1.392854,-1.198526,-0.887601,-0.86169,-0.86169,-0.86169,-0.86169,-0.86169,-0.86169,-0.86169,-0.751031,-0.219868,-0.153472,-0.153472,-0.153472,-0.153472,-0.153472,-0.153472,-0.153472,-0.153472,0.509453,1.08591,1.08591,1.08591,1.08591,1.08591,1.08591,1.08591,1.114817,1.288258,1.440019,1.440019,1.440019,1.440019,1.440019,1.440019,1.440019,1.440019,1.440019,1.049776,0.529453,0.377692,0.377692,0.377692,0.377692,0.377692,0.377692,0.377692,0.359625,-0.073978,-0.507581,-0.507581,-0.507581,-0.507581,-0.507581,-0.507581,2
1.377323,1.022504,0.645788,0.632786,0.632786,0.632786,0.632786,0.632786,0.632786,0.632786,0.632786,0.632786,0.632786,0.632786,0.707718,0.896077,1.005054,1.005054,1.005054,1.005054,1.005054,1.005054,1.005054,1.005054,1.005054,1.005054,1.005054,1.005054,0.282122,-0.69811,-1.678342,-1.78696,-1.78696,-1.78696,-1.78696,-1.78696,-1.78696,-1.78696,-1.78696,-1.78696,-1.78696,-1.78696,-1.662075,-1.053678,-0.445281,-0.018684,-0.018684,-0.018684,-0.018684,-0.018684,-0.018684,-0.018684,-0.018684,-0.018684,-0.018684,0.019955,0.085304,0.150653,0.16745,0.16745,0.16745,0.16745,0.16745,0.16745,0.16745,5
2.168144,2.168144,2.168144,2.168144,2.168144,2.168144,2.168144,2.168144,2.168144,1.028681,-0.077881,-0.077881,-0.077881,-0.077881,-0.077881,-0.077881,-0.077881,-0.077881,-0.077881,-0.362821,-0.720183,-0.765134,-0.765134,-0.765134,-0.765134,-0.765134,-0.765134,-0.765134,-0.765134,-0.76724,-0.800344,-0.819916,-0.819916,-0.819916,-0.819916,-0.819916,-0.819916,-0.819916,-0.819916,-0.819916,-0.810387,-0.787662,-0.770115,-0.770115,-0.770115,-0.770115,-0.770115,-0.770115,-0.770115,-0.770115,-0.564554,0.094992,0.380288,0.380288,0.380288,0.380288,0.380288,0.380288,0.380288,0.380288,0.380288,0.333487,0.260766,0.260766,0.260766,1
1.147553,1.147553,1.147553,1.147553,1.147553,1.147553,1.147553,1.147553,1.147553,1.147553,1.064534,0.324409,-0.415715,-1.15584,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.308564,-1.10471,-0.876732,-0.648753,-0.582893,-0.582893,-0.582893,-0.582893,-0.582893,-0.582893,-0.582893,-0.582893,-0.582893,-0.582893,-0.582893,-0.393999,0.076989,0.547977,0.98009,0.98009,0.98009,0.98009,0.98009,0.98009,0.98009,0.98009,0.98009,0.98009,0.98009,0.98009,0.98009,0.924234,0.823308,0.722382,0.645165,0.645165,0.645165,5
0.91178,0.91178,0.91178,0.91178,0.91178,0.91178,0.91178,0.91178,0.91178,0.91178,0.91178,0.91178,0.97618,1.039666,1.039666,1.039666,1.039666,1.039666,1.039666,1.039666,1.039666,1.039666,1.039666,1.039666,1.039666,0.908983,0.679188,0.476968,0.476968,0.476968,0.476968,0.476968,0.476968,0.476968,0.476968,0.476968,0.476968,0.354467,-0.419579,-1.159971,-1.159971,-1.159971,-1.159971,-1.159971,-1.159971,-1.159971,-1.159971,-1.159971,-1.159971,-1.159971,-1.167507,-1.176886,-1.185548,-1.185548,-1.185548,-1.185548,-1.185548,-1.185548,-1.185548,-1.185548,-1.185548,-1.185548,-1.209412,-1.24224,-1.275068,6
0.633565,-0.021869,-0.716469,-1.128945,-1.128945,-1.128945,-1.128945,-1.128945,-1.128945,-1.128945,-1.128945,-1.128945,-1.128945,-1.121077,-0.865918,-0.610758,-0.423941,-0.423941,-0.423941,-0.423941,-0.423941,-0.423941,-0.423941,-0.423941,-0.423941,-0.423941,-0.423941,-0.537808,-0.665387,-0.776443,-0.776443,-0.776443,-0.776443,-0.776443,-0.776443,-0.776443,-0.776443,-0.776443,-0.776443,-0.441477,0.068842,0.579161,0.633565,0.633565,0.633565,0.633565,0.633565,0.633565,0.633565,0.633565,0.633565,0.633565,0.971589,1.507424,1.691071,1.691071,1.691071,1.691071,1.691071,1.691071,1.691071,1.691071,1.691071,1.691071,1.691071,2
1.463586,1.41695,1.365918,1.314886,1.263854,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,1.256985,0.879115,0.494515,0.109915,-0.274685,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.366305,-0.519449,-0.687274,-0.855099,-1.022925,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.07465,-1.075422,-1.078918,-1.082415,-1.085911,-1.089407,6
0.934803,1.067073,1.206035,1.249323,1.249323,1.249323,1.249323,1.249323,1.249323,1.249323,1.249323,1.249323,0.510361,-0.28938,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.650169,-0.659342,-0.659342,-0.659342,-0.659342,-0.659342,-0.659342,-0.659342,-0.659342,-0.659342,-0.659342,-0.656916,-0.653264,-0.650725,-0.650725,-0.650725,-0.650725,-0.650725,-0.650725,-0.650725,-0.650725,-0.650725,-0.646338,-0.638882,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.637799,-0.429084,0.761397,1.951878,2.171342,2.171342,2.171342,2.171342,2.171342,1
0.667698,0.667698,0.667698,0.667698,0.730713,0.804569,0.835168,0.835168,0.835168,0.835168,0.835168,0.835168,0.835168,0.835168,0.850869,1.072435,1.294002,1.337578,1.337578,1.337578,1.337578,1.337578,1.337578,1.337578,1.337578,0.451034,-0.996535,-1.341941,-1.341941,-1.341941,-1.341941,-1.341941,-1.341941,-1.341941,-1.341941,-1.341941,-1.333274,-1.314425,-1.300074,-1.300074,-1.300074,-1.300074,-1.300074,-1.300074,-1.300074,-1.300074,-1.300074,-0.862241,-0.216005,0.165288,0.165288,0.165288,0.165288,0.165288,0.165288,0.165288,0.165288,0.193329,0.234453,0.249023,0.249023,0.249023,0.249023,0.249023,0.249023,5
1.969933,1.969933,1.969933,1.969933,1.969933,1.969933,1.969933,1.966659,0.864756,0.293836,0.293836,0.293836,0.293836,0.293836,0.293836,0.293836,-0.108176,-0.643449,-0.70356,-0.70356,-0.70356,-0.70356,-0.70356,-0.70356,-0.70356,-0.71903,-0.782376,-0.821595,-0.821595,-0.821595,-0.821595,-0.821595,-0.821595,-0.821595,-0.821595,-0.825486,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.827497,-0.811478,0.151381,0.966635,0.966635,0.966635,0.966635,0.966635,0.966635,0.966635,0.925838,0.715865,0.695155,0.695155,1
0.327047,-0.157754,-0.673675,-1.189595,-1.197862,-1.197862,-1.197862,-1.197862,-1.197862,-1.197862,-1.197862,-1.197862,-1.197862,-1.197862,-1.083834,-0.180972,0.721889,0.762735,0.762735,0.762735,0.762735,0.762735,0.762735,0.762735,0.762735,0.762735,0.762735,0.762735,0.347904,-0.26681,-0.881524,-0.980018,-0.980018,-0.980018,-0.980018,-0.980018,-0.980018,-0.980018,-0.980018,-0.980018,-0.980018,-0.69764,-0.329125,0.03939,0.109203,0.109203,0.109203,0.109203,0.109203,0.109203,0.109203,0.109203,0.109203,0.109203,0.109203,0.493208,1.082832,1.672456,1.851955,1.851955,1.851955,1.851955,1.851955,1.851955,1.851955,2
0.288878,0.288878,0.288878,0.288878,0.474459,0.967564,1.41879,1.41879,1.41879,1.41879,1.41879,1.41879,1.41879,1.41879,1.41879,1.41879,1.111203,0.640014,0.288878,0.288878,0.288878,0.288878,0.288878,0.288878,0.288878,0.288878,0.288878,0.288878,0.288878,-0.139329,-0.926888,-1.714447,-1.809531,-1.809531,-1.809531,-1.809531,-1.809531,-1.809531,-1.809531,-1.809531,-1.809531,-1.746399,-0.894472,-0.356787,-0.356787,-0.356787,-0.356787,-0.356787,-0.356787,-0.356787,-0.356787,-0.356787,-0.356787,-0.199977,0.078203,0.356383,0.369586,0.369586,0.369586,0.369586,0.369586,0.369586,0.369586,0.369586,0.369586,5
1.204027,1.204027,1.204027,1.204027,1.204027,1.204027,1.204027,1.204027,1.204027,1.204027,1.204027,1.221364,1.239769,1.258019,1.258019,1.258019,1.258019,1.258019,1.258019,1.258019,1.258019,1.258019,1.258019,1.258019,1.258019,0.563876,-0.1355,-0.79366,-0.79366,-0.79366,-0.79366,-0.79366,-0.79366,-0.79366,-0.79366,-0.79366,-0.79366,-0.79366,-0.79366,-0.826186,-0.86115,-0.86115,-0.86115,-0.86115,-0.86115,-0.86115,-0.86115,-0.86115,-0.86115,-0.86115,-0.86115,-0.86115,-0.8429,-0.824495,-0.807158,-0.807158,-0.807158,-0.807158,-0.807158,-0.807158,-0.807158,-0.807158,-0.807158,-0.807158,-0.807158,6
-0.378238,-0.378238,-0.378238,-0.378238,-0.469024,-0.612769,-0.726252,-0.726252,-0.726252,-0.726252,-0.726252,-0.726252,-0.726252,-0.726252,-0.726252,-0.726252,-0.687584,-0.620793,-0.610247,-0.610247,-0.610247,-0.610247,-0.610247,-0.610247,-0.610247,-0.610247,-0.610247,-0.610247,-0.223565,1.24583,1.94186,1.94186,1.94186,1.94186,1.94186,1.94186,1.94186,1.94186,1.94186,1.94186,1.94186,1.302649,0.627927,0.201787,0.201787,0.201787,0.201787,0.201787,0.201787,0.201787,0.201787,0.201787,0.201787,-0.099826,-0.540645,-0.842257,-0.842257,-0.842257,-0.842257,-0.842257,-0.842257,-0.842257,-0.842257,-0.842257,-0.842257,4
-0.962412,-0.962412,-0.962412,-0.962412,-0.962412,-0.962412,-0.962412,-1.137925,-1.303123,-1.303123,-1.303123,-1.303123,-1.303123,-1.303123,-0.846521,1.030051,1.252209,1.252209,1.252209,1.252209,1.252209,1.252209,1.049428,0.741143,0.741143,0.741143,0.741143,0.741143,0.741143,0.741143,0.520073,-0.25031,-0.28099,-0.28099,-0.28099,-0.28099,-0.28099,-0.28099,0.312646,1.081854,1.081854,1.081854,1.081854,1.081854,1.081854,1.081854,1.024598,0.925024,0.911498,0.911498,0.911498,0.911498,0.911498,0.862409,-0.612664,-1.303123,-1.303123,-1.303123,-1.303123,-1.303123,-1.303123,-1.191154,-0.872953,-0.792057,-0.792057,3
